2012-01-13 11:14:02,061	WARN 	com.mindalliance.channels.core.dao.PlanManagerImpl	No default plan for user david	
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,127	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$bf565fb5.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,240	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.isOverridden(DefaultQueryService.java:3161)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$bf565fb5.isOverridden(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.FlowMapGraphBuilder.findOverridden(FlowMapGraphBuilder.java:111)
	at com.mindalliance.channels.engine.analysis.graph.FlowMapGraphBuilder.populateSegmentGraph(FlowMapGraphBuilder.java:105)
	at com.mindalliance.channels.engine.analysis.graph.FlowMapGraphBuilder.buildDirectedGraph(FlowMapGraphBuilder.java:59)
	at com.mindalliance.channels.engine.analysis.detectors.PotentialDeadlock.detectIssues(PotentialDeadlock.java:67)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,282	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$bf565fb5.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,311	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$bf565fb5.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,354	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.core.query.PlanService$$EnhancerByCGLIB$$bf565fb5.getAssignments(<generated>)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.populateGraph(ActorsNetworkGraphBuilder.java:68)
	at com.mindalliance.channels.engine.analysis.graph.ActorsNetworkGraphBuilder.buildDirectedGraph(ActorsNetworkGraphBuilder.java:56)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectSignificantCutpoints(SinglePointOfFailure.java:92)
	at com.mindalliance.channels.engine.analysis.detectors.SinglePointOfFailure.detectIssues(SinglePointOfFailure.java:65)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectIssues(DefaultDetective.java:64)
	at com.mindalliance.channels.engine.analysis.DefaultDetective.detectUnwaivedIssues(DefaultDetective.java:44)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$FastClassByCGLIB$$bb776ea0.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultDetective$$EnhancerByCGLIB$$fbef3454.detectUnwaivedIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.detectAllIssues(DefaultAnalyst.java:413)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst.listIssues(DefaultAnalyst.java:148)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$FastClassByCGLIB$$68a1568d.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at com.mindalliance.channels.core.query.CacheAdvice.invoke(CacheAdvice.java:29)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:89)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at com.mindalliance.channels.engine.analysis.DefaultAnalyst$$EnhancerByCGLIB$$cb5a6929.listIssues(<generated>)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.scanIssues(IssueScanner.java:280)
	at com.mindalliance.channels.engine.analysis.IssueScanner$Daemon.run(IssueScanner.java:216)
2012-01-13 11:34:58,385	ERROR	com.mindalliance.channels.engine.analysis.IssueScanner	Deamon failed	
java.util.ConcurrentModificationException
	at java.util.HashMap$HashIterator.nextEntry(HashMap.java:793)
	at java.util.HashMap$KeyIterator.next(HashMap.java:828)
	at com.mindalliance.channels.core.query.DefaultQueryService.findSynonymousParts(DefaultQueryService.java:2549)
	at com.mindalliance.channels.core.query.DefaultQueryService.findAllAssignments(DefaultQueryService.java:586)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2852)
	at com.mindalliance.channels.core.query.DefaultQueryService.getAssignments(DefaultQueryService.java:2842)
	at com.mindalliance.channels.core.query.DefaultQueryService$$FastClassByCGLIB$$f0db939f.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
